name	x	y	z	impedance
GND	0.1121	0.0005000000000000001	0.0862	n/a
E1	0.0795	0.0813	0.05589999999999998	n/a
E2	0.1162	-0.0331	0.08229999999999998	n/a
E3	0.059	0.0793	0.0291	n/a
E4	0.06820000000000001	0.0799	0.06739999999999999	n/a
E5	0.0697	0.06230000000000001	0.1021	n/a
E6	0.0682	0.0405	0.1256	n/a
E7	0.06829999999999999	0.0138	0.1429	n/a
E8	0.0559	-0.0154	0.1513	n/a
E9	0.0449	-0.057	0.1361	n/a
E10	0.0397	-0.08470000000000001	0.1089	n/a
E11	0.02410000000000001	-0.1041	0.07240000000000002	n/a
E12	0.01920000000000003	-0.1019	0.0402	n/a
E13	0.0075	0.09569999999999999	0.0672	n/a
E14	0.002900000000000029	0.08820000000000001	0.1083	n/a
E15	-0.002999999999999998	0.05979999999999998	0.1414	n/a
E16	-0.01020000000000001	0.02610000000000002	0.166	n/a
E17	-0.02570000000000002	-0.01410000000000001	0.1741	n/a
E18	-0.03220000000000001	-0.05699999999999998	0.1551	n/a
E19	-0.03670000000000001	-0.08219999999999998	0.1271	n/a
E20	-0.0393	-0.095	0.0868	n/a
E21	-0.05050000000000002	0.08559999999999998	0.0226	n/a
E22	-0.0597	0.0814	0.0458	n/a
E23	-0.06860000000000001	0.06719999999999997	0.09630000000000001	n/a
E24	-0.07630000000000002	0.03089999999999996	0.1285	n/a
E25	-0.0912	-0.006199999999999981	0.1387	n/a
E26	-0.097	-0.04699999999999998	0.1055	n/a
E27	-0.09569999999999998	-0.0639	0.0536	n/a
E28	-0.08780000000000002	-0.07779999999999999	0.0408	n/a
E29	0.03579999999999999	-0.004299999999999997	0.1629	n/a
E30	-0.1142	0.0313	0.0614	n/a
E31	-0.1182	-0.005900000000000052	0.0641	n/a
E32	-0.06600000000000003	-0.1059	0.0472	n/a
E33	0.0371	-0.1097	0.07410000000000001	n/a
E34	0.03020000000000003	-0.1139	0.03870000000000001	n/a
E35	0.0984	0.0291	0.0823	n/a
E36	0.0922	-0.0046	0.1201	n/a
E37	0.08379999999999999	-0.0444	0.1282	n/a
E38	0.0629	-0.09059999999999999	0.1062	n/a
E39	0.06410000000000002	0.0503	0.009300000000000001	n/a
E40	0.04130000000000001	0.07129999999999999	0.0285	n/a
E41	0.03659999999999999	0.07949999999999999	0.0626	n/a
E42	0.0394	0.0679	0.1009	n/a
E43	0.04030000000000001	0.04610000000000001	0.1326	n/a
E44	0.02629999999999999	0.01379999999999999	0.1622	n/a
E45	0.0108	-0.0237	0.17	n/a
E46	0.006599999999999984	-0.06160000000000001	0.1569	n/a
E47	-0.003600000000000011	-0.0926	0.1307	n/a
E48	-0.01320000000000002	-0.111	0.0925	n/a
E49	-0.01500000000000002	-0.1182	0.06150000000000001	n/a
E50	-0.03070000000000002	0.0796	0.0317	n/a
E51	-0.02230000000000001	0.07989999999999999	0.06709999999999999	n/a
E52	-0.0269	0.07859999999999999	0.1001	n/a
E53	-0.03190000000000001	0.0615	0.1331	n/a
E54	-0.0513	0.02960000000000001	0.1584	n/a
E55	-0.05789999999999999	-0.00139999999999999	0.1669	n/a
E56	-0.06640000000000002	-0.03589999999999997	0.1595	n/a
E57	-0.0733	-0.07149999999999999	0.1273	n/a
E58	-0.0716	-0.0825	0.0993	n/a
E59	-0.07560000000000003	-0.0929	0.05830000000000001	n/a
E60	-0.0888	0.05259999999999999	0.04830000000000001	n/a
E61	-0.1016	0.033	0.1011	n/a
E62	-0.1096	-0.0006999999999999799	0.1058	n/a
E63	-0.1122	-0.0411	0.0683	n/a
E64	-0.0211	0.07870000000000001	0.0064	n/a
S1	0.1138	-0.04030000000000001	0.06489999999999999	n/a
S2	0.09030000000000001	-0.06690000000000002	0.0983	n/a
S3	0.1062	0.003800000000000001	0.08590000000000002	n/a
S4	0.1012	0.024	0.0492	n/a
S5	0.06819999999999998	-0.09710000000000001	0.0728	n/a
S6	0.07820000000000002	0.02680000000000001	0.09930000000000001	n/a
S7	0.0701	-0.0211	0.1329	n/a
S8	0.05439999999999999	-0.074	0.121	n/a
S9	0.05310000000000001	0.06070000000000001	0.079	n/a
S10	0.04459999999999999	0.0206	0.1403	n/a
S11	0.0215	0.07049999999999999	0.04469999999999999	n/a
S12	0.0234	0.05689999999999999	0.1171	n/a
S13	0.006600000000000023	-0.00310000000000001	0.1652	n/a
S14	-0.008100000000000001	0.07320000000000003	0.0815	n/a
S15	-0.01779999999999999	0.03449999999999999	0.1487	n/a
S16	-0.04929999999999999	0.05940000000000001	0.1091	n/a
S17	0.02550000000000001	-0.04230000000000003	0.1551	n/a
S18	0.009699999999999997	-0.09739999999999999	0.1105	n/a
S19	-0.02000000000000001	-0.07009999999999997	0.149	n/a
S20	-0.03300000000000004	-0.1085	0.07709999999999997	n/a
S21	-0.04319999999999998	-0.0261	0.1635	n/a
S22	-0.0543	-0.0752	0.1176	n/a
S23	-0.07730000000000001	-0.03870000000000001	0.1313	n/a
S24	-0.06709999999999999	0.02089999999999999	0.1436	n/a
S25	-0.03500000000000002	0.07039999999999998	0.05319999999999999	n/a
S26	-0.0633	0.06040000000000001	0.06130000000000001	n/a
S27	-0.09199999999999999	0.03599999999999998	0.0324	n/a
S28	-0.1044	0.01420000000000004	0.07819999999999999	n/a
S29	-0.1037	-0.05000000000000001	0.0769	n/a
S30	-0.08340000000000002	-0.06949999999999999	0.08160000000000001	n/a
S31	-0.1107	-0.02310000000000003	0.0403	n/a
S32	-0.2037000000000002	0.5252	-1.3146	n/a
D1	0.1083	-0.0259	0.058	n/a
D2	0.08870000000000002	-0.08439999999999999	0.072	n/a
D3	0.0897	-0.04770000000000001	0.1038	n/a
D4	0.083	0.0318	0.07380000000000002	n/a
D5	0.07309999999999997	9.999999999999998e-05	0.1213	n/a
D6	0.05190000000000001	-0.05410000000000001	0.1368	n/a
D7	0.0298	-0.1012	0.1032	n/a
D8	0.0548	0.0483	0.04130000000000001	n/a
D9	0.0532	0.0382	0.1115	n/a
D10	0.007400000000000006	-0.07650000000000001	0.1401	n/a
D11	-0.01100000000000001	-0.1136	0.07940000000000001	n/a
D12	0.02739999999999998	0.0644	0.08110000000000001	n/a
D13	0.011	0.02709999999999999	0.1504	n/a
D14	-0.01479999999999999	-0.03549999999999998	0.1647	n/a
D15	-0.03370000000000002	-0.09099999999999998	0.1176	n/a
D16	0.001599999999999999	0.0684	0.0439	n/a
D17	-0.006399999999999986	0.06119999999999998	0.1174	n/a
D18	-0.05659999999999999	-0.05649999999999999	0.1417	n/a
D19	-0.06449999999999997	-0.09070000000000002	0.08100000000000002	n/a
D20	-0.03760000000000004	0.06199999999999999	0.07979999999999998	n/a
D21	-0.04949999999999999	0.04	0.1322	n/a
D22	-0.07099999999999999	-0.01420000000000002	0.1452	n/a
D23	-0.08439999999999999	-0.06019999999999998	0.1056	n/a
D24	-0.03380000000000001	0.0135	0.1631	n/a
D25	-0.08810000000000003	0.0168	0.1161	n/a
D26	-0.07499999999999998	0.0426	0.09820000000000001	n/a
D27	-0.0959	-0.0214	0.1107	n/a
D28	-0.0655	0.03840000000000001	0.0205	n/a
D29	-0.08589999999999999	0.0337	0.06860000000000001	n/a
D30	-0.1068	-0.02069999999999998	0.09460000000000002	n/a
D31	-0.1067	-0.06579999999999998	0.06659999999999999	n/a
D32	-0.1024	-0.0109	0.04760000000000001	n/a
